Name of Initiative,Organization Name,Location 1,State,Category,Unique ID,State Based
Pennsylvania Rural Health Model,OLEAN GENERAL HOSPITAL/BRADFORD REGIONAL MEDICAL CENTER,"116 Interstate Pkwy, Bradford, PA 16701 (41.9608965, -78.6618623)",PA ,Health Plan Models,1112,
Pennsylvania Rural Health Model,CLARION HOSPITAL,"1 Hospital Dr, Clarion, PA 16214 (41.1922766, -79.4003373)",PA,Health Plan Models,1113,
Pennsylvania Rural Health Model,PENN HIGHLAND CONNELLSVILLE,"401 E Murphy Ave, Connellsville, PA 15425 (40.0230004, -79.5892877)",PA,Health Plan Models,1114,
Pennsylvania Rural Health Model,INDIANA REGIONAL MEDICAL CENTER,"835 Hospital Rd, Indiana PA 15701 (40.6076106, -79.1591047)",PA,Health Plan Models,1115,
Pennsylvania Rural Health Model,MEADVILLE MEDICAL CENTER ,"751 Liberty St, Meadville, PA 16335 (41.6412872, -80.1470646)",PA,Health Plan Models,1116,
Primary Care First Model Options,"Govinda Lohani, MD, PA","4020 Richards Road, Ste C N Little Rock, AR (34.790441, -92.213149)",AR,Accountable Care Models,1117,
Primary Care First Model Options,Arkansas Longevity Center,"2300 Andover Ct, Suite 400, Little Rock, AR (34.775137, -92.3686903)",AR,Accountable Care Models,1118,
Primary Care First Model Options,Lake Hamilton Family Medicine,"1661 Airport Road, Ste F Hot Springs, AR (34.466371, -93.142741)",AR,Accountable Care Models,1119,
Primary Care First Model Options,Palliative Community Resources,"2200 South Bowman Road, Suite A Little Rock, AR (34.734605, -92.407664)",AR,Accountable Care Models,1120,
Primary Care First Model Options,CHI St. Vincent Primary Care Braden St.,"1401 Braden St, Jacksonville, AR (34.87219458461044, -92.12430666567842)",AR,Accountable Care Models,1121,
Primary Care First Model Options,Dr. Andys Family Practice,"1809 Ozarka College Drive, Mountain View, AR (35.85653799393053, -92.0879793130271)",AR,Accountable Care Models,1122,
Primary Care First Model Options,Fayetteville Diagnostic Clinic,"3344 N Futrall Drive, Fayetteville, AR (36.112049667216866, -94.15590353969294)",AR,Accountable Care Models,1123,
Primary Care First Model Options,MANA Family Medicine Har-Ber,"171 N Maestri, Suite 1, Springdale, AR (36.17745931547948, -94.22095213747627)",AR,Accountable Care Models,1124,
Primary Care First Model Options,MANA Family Medicine North,"3340 N College Avenue, Fayetteville, AR (36.112131809867975, -94.14324502187932)",AR,Accountable Care Models,1125,
Primary Care First Model Options,MANA Family Medicine Pinnacle Hills,"3730 South Pinnacle Hills Parkway, Suite 2, Rogers, AR (36.30104473619771, -94.19001428139862)",AR,Accountable Care Models,1126,
Primary Care First Model Options,MANA Family Medicine Prairie Grove,"775 E Douglas, Prairie Grove, AR (35.9822547230787, -94.30665114629392)",AR,Accountable Care Models,1127,
Primary Care First Model Options,MANA Family Medicine South,"2523 Huntsville Road, Fayetteville, AR (36.052623230988445, -94.126559251047)",AR,Accountable Care Models,1128,
Primary Care First Model Options,MANA Family Medicine Springdale,"1109 S West End Street, Springdale, AR (36.17554300286599, -94.14693196962911)",AR,Accountable Care Models,1129,
Primary Care First Model Options,MANA Family Medicine Thompson,"4401 S Thompson Street, Springdale, AR (36.145262707092456, -94.14337997052044)",AR,Accountable Care Models,1130,
Primary Care First Model Options,Eureka Springs Family Clinic- WRMS,"146 A Passion Play Road, Eureka Springs, AR (36.394938019288205, -93.71091500563124)",AR,Accountable Care Models,1131,
Primary Care First Model Options,Senior Clinic - WRMS,"12 East Appleby Road, Suite 101, Fayetteville, AR (36.108698037503615, -94.15693853709705)",AR,Accountable Care Models,1132,
Primary Care First Model Options,Farmington Family Clinic - WRMS,"199 East Main Street, Farmington, AR (36.043474551310524, -94.23186981781939)",AR,Accountable Care Models,1133,
Primary Care First Model Options,Fayetteville Family Clinic - WRMS,"3 East Appleby Road, Suite 301, Fayetteville, AR (36.10731795714578, -94.15751236218843)",AR,Accountable Care Models,1134,
Primary Care First Model Options,Shiloh Family Clinic - WRMS,"513 N Shiloh Street, Springdale, AR (36.18896477678277, -94.13374664920092)",AR,Accountable Care Models,1135,
Primary Care First Model Options,West Washington County Clinic - WRMS,"106 E Park Street, Lincoln, AR (35.94884582524764, -94.423004335371)",AR,Accountable Care Models,1136,
Primary Care First Model Options,Harrison Family Practice Clinic - WRMS,"715 W Sherman, Suite G, Harrison, AR (36.24145066190579, -93.11449674568814)",AR,Accountable Care Models,1137,
Primary Care First Model Options,Bray Family Medicine,"303 Professional Park Drive, Arkadelphia, AR (34.12058470031273, -93.09030883623767)",AR,Accountable Care Models,1138,
Primary Care First Model Options,"Mark A. Ramiro, MD, PA","1400 Claud Road, White Hall, AR (34.258608996988556, -92.10515400027165)",AR,Accountable Care Models,1139,
Primary Care First Model Options,Fountain Lake Family Medicine,"4517 Park Avenue, Hot Springs, AR (34.57721540451851, -92.98403552406656)",AR,Accountable Care Models,1140,
Primary Care First Model Options,West Gate Family Medicine,"2266 Albert Pike, Hot Springs, AR (34.49329495173566, -93.10403914801033)",AR,Accountable Care Models,1141,
Primary Care First Model Options,Hamilton West Family Medicine,"1629 Airport Road, Suite B, Hot Springs, AR (34.46692296977477, -93.14063923114009)",AR,Accountable Care Models,1142,
Primary Care First Model Options,CHI St. Vincent Primary Care - Midtowne,"1100 N University, Suite 1, Little Rock, AR (34.76182594185781, -92.34151285716403)",AR,Accountable Care Models,1143,
Primary Care First Model Options,CHI St. Vincent Primary and Convenient Care - University,"10301 Kanis Rd, Ste 1, Little Rock, AR (34.7420197, -92.3918921)",AR,Accountable Care Models,1144,
Primary Care First Model Options,CHI St. Vincent Primary Care - Sherwood,"7709 Highway 107, Sherwood, AR (34.82542283592066, -92.23189441125463)",AR,Accountable Care Models,1145,
Primary Care First Model Options,CHI St. Vincent Primary Care - Scott,"15111 Highway 165, Scott, AR (34.700657410873404, -92.10003047813663)",AR,Accountable Care Models,1146,
Primary Care First Model Options,Baptist Health Family Clinic - Otter Creek,"11321 Interstate 30, #101, Little Rock, AR (34.65689176444751, -92.40208669211813)",AR,Accountable Care Models,1147,
Primary Care First Model Options,Baptist Health Family Clinic - White Hall,"7500 Dollarway Road, Suite 104, White Hall, AR (34.26456601557534, -92.0861109868093)",AR,Accountable Care Models,1148,
Primary Care First Model Options,Baptist Health Family Clinic - Lakewood,"2508 Crestwood Lane, North Little Rock, AR (34.79909008126664, -92.23581856686427)",AR,Accountable Care Models,1149,
Primary Care First Model Options,CHI St. Vincent Primary Care - Main Campus,"1 Mercy Lane, Suite 506, Hot Springs, AR (34.467638155663224, -93.068012973791)",AR,Accountable Care Models,1150,
Primary Care First Model Options,CHI St. Vincent Primary Care - HSV East,"410 Ponce De Leon Drive, Hot Springs Village, AR (34.63990663394327, -92.88872926164825)",AR,Accountable Care Models,1151,
Primary Care First Model Options,CHI St. Vincent Primary Care - 70 West,"1707 Airport Road, Hot Springs, AR (34.465567532212276, -93.14282816515436)",AR,Accountable Care Models,1152,
Primary Care First Model Options,CHI St. Vincent Primary Care - 270 West,"2825 Albert Pike Road, Hot Springs, AR (34.49879268393795, -93.12290790170566)",AR,Accountable Care Models,1153,
Primary Care First Model Options,CHI St. Vincent Primary Care - Malvern,"1424 Tanner Street, Malvern, AR (34.385852825076256, -92.82855792568463)",AR,Accountable Care Models,1154,
Primary Care First Model Options,CHI St. Vincent Primary and Convenient Care - Chenal,"16221 Street Vincent Way, Little Rock, AR (34.76461058365524, -92.45996943993286)",AR,Accountable Care Models,1155,
Primary Care First Model Options,UCLA Health - Santa Monica Internal Medicine,"1245 16th Street, Ste 309 Santa Monica, CA (34.027255, -118.485701)",CA,Accountable Care Models,1156,
Primary Care First Model Options,Salinas Valley Health Clinics - Primecare Salinas,"355 Abbott Street, 100 Salinas, CA (36.665469, -121.643957)",CA,Accountable Care Models,1157,
Primary Care First Model Options,VM Medical Group,"8251 Westminster Blvd, Ste 110, Westminster, CA (33.7595456, -117.9872851)",CA,Accountable Care Models,1158,
Primary Care First Model Options,John Muir Physician Network,"3440 Hillcrest Avenue, Ste 150 Antioch, CA (37.986983, -121.780175)",CA,Accountable Care Models,1159,
Primary Care First Model Options,John Muir Physician Network,"3100 San Pablo Avenue, Ste 310 Berkeley, CA (37.850675, -122.286265)",CA,Accountable Care Models,1160,
Primary Care First Model Options,John Muir Physician Network,"2700 Grant Street, Ste 200 Concord, CA (37.984113, -122.035744)",CA,Accountable Care Models,1161,
Primary Care First Model Options,John Muir Physician Network,"2621 Shadelands Drive Walnut Creek, CA (37.927442, -122.022951)",CA,Accountable Care Models,1162,
Primary Care First Model Options,John Muir Physician Network,"2400 Balfour Road, Ste 201 Brentwood, CA (37.92522, -121.734926)",CA,Accountable Care Models,1163,
Primary Care First Model Options,John Muir Physician Network,"2101 Vale Road, Ste 201 San Pablo, CA (37.95425, -122.337228)",CA,Accountable Care Models,1164,
Primary Care First Model Options,John Muir Physician Network,"200 Porter Drive, Ste 300 San Ramon, CA (37.773784, -121.9912)",CA,Accountable Care Models,1165,
Primary Care First Model Options,John Muir Physician Network,"1505 St Alphonsus Way Alamo, CA (37.853537, -122.035216)",CA,Accountable Care Models,1166,
Primary Care First Model Options,John Muir Physician Network,"1450 Treat Boulevard, Ste 120A Walnut Creek, CA (37.926496, -122.052706)",CA,Accountable Care Models,1167,
Primary Care First Model Options,John Muir Physician Network,"140 Brookwood Road, Ste 201 Orinda, CA (37.877024, -122.181729)",CA,Accountable Care Models,1168,
Primary Care First Model Options,John Muir Physician Network,"1914 Tice Valley Blvd, Walnut Creek, CA (37.8789154, -122.0758339)",CA,Accountable Care Models,1169,
Primary Care First Model Options,UCLA Health Internal Medicine Consultants of SM,"2020 Santa Monica Boulevard, Ste 210 Santa Monica, CA (34.029022, -118.479582)",CA,Accountable Care Models,1170,
Primary Care First Model Options,UCLA Health Primary Care - Westlake Village,"1250 La Venta Drive, Ste 207 Westlake Village, CA (34.148143, -118.82284)",CA,Accountable Care Models,1171,
Primary Care First Model Options,UCLA Health - Primary Care Suite 490,"100 Medical Plaza, Ste 490 Los Angeles, CA (34.064948, -118.445391)",CA,Accountable Care Models,1172,
Primary Care First Model Options,UCLA Primary Care - Torrance,"3500 Lomita Boulevard, Ste 300 Torrance, CA (33.813879, -118.346608)",CA,Accountable Care Models,1173,
Primary Care First Model Options,UCLA Primary Care & Specialty - Thousand Oaks,"100 Moody Court, Ste 200 Thousand Oaks, CA (34.177177, -118.865396)",CA,Accountable Care Models,1174,
Primary Care First Model Options,UCLA Primary Care & Specialty - Redondo Beach,"514 Prospect Avenue, Ste 103 Redondo Beach, CA (33.852592, -118.379709)",CA,Accountable Care Models,1175,
Primary Care First Model Options,UCLA Health Primary Care- Porter Ranch,"19950 Rinaldi Street, Ste 300 Porter Ranch, CA (34.275553, -118.56961)",CA,Accountable Care Models,1176,
Primary Care First Model Options,UCLA Primary Care & Specialty - Palos Verdes,"501 Deep Valley Drive, Ste 100 Rolling Hills Estate, CA (33.772706, -118.374738)",CA,Accountable Care Models,1177,
Primary Care First Model Options,Iris Cantor - UCLA Women's Health Center,"100 Medical Plaza, Ste 250 Los Angeles, CA (34.064948, -118.445391)",CA,Accountable Care Models,1178,
Primary Care First Model Options,Iris Cantor - UCLA Women's Health Center,"100 Medical Plaza, Ste 290 Los Angeles, CA (34.064948, -118.445391)",CA,Accountable Care Models,1179,
Primary Care First Model Options,UCLA Health Primary Care- Santa Clarita,"25775 Mcbean Parkway, Ste 215 Santa Clarita, CA (34.400385, -118.551074)",CA,Accountable Care Models,1180,
Primary Care First Model Options,John Muir Physician Network,"2675 Pleasant Hill Road, Pleasant Hill, CA (37.9549193, -122.0926229)",CA,Accountable Care Models,1181,
Primary Care First Model Options,John Muir Physician Network,"5161 Clayton Road, Suite F Concord, CA (37.955751, -121.967339)",CA,Accountable Care Models,1182,
Primary Care First Model Options,John Muir Physician Network,"5601 Norris Canyon Road, Suite 340 San Ramon, CA (37.777007, -121.960165)",CA,Accountable Care Models,1183,
Primary Care First Model Options,UCLA Health Primary Care - Simi Valley,"2655 1st Street, Ste 360 & 380 Simi Valley, CA (34.28403399200005, -118.77963499099997)",CA,Accountable Care Models,1184,
Primary Care First Model Options,UCLA Health Pediatrics Primary Care Comprehensive Care Center MPCCC,"1245 16th Street, Ste 125 Santa Monica, CA (34.027255, -118.485701)",CA,Accountable Care Models,1185,
Primary Care First Model Options,UCLA Health - Pediatrics/Primary Care,"1245 16th Street, Ste 204 Santa Monica, CA (34.027255, -118.485701)",CA,Accountable Care Models,1186,
Primary Care First Model Options,SM East West Medicine,"2336 Santa Monica Boulevard, Ste 301 Santa Monica, CA (34.031396, -118.476713)",CA,Accountable Care Models,1187,
Primary Care First Model Options,UCLA Primary & Specialty Care-Beverly Hills,"9675 Brighton Way, Ste 100 Beverly Hills, CA (34.067622, -118.40527)",CA,Accountable Care Models,1188,
Primary Care First Model Options,UCLA Health Primary Care-Burbank,"2601 W Alameda Avenue, Ste 416 Burbank, CA (34.157775, -118.329425)",CA,Accountable Care Models,1189,
Primary Care First Model Options,UCLA Health Internal Medicine Suite 420,"200 Med Plaza, Ste 420 Los Angeles, CA (34.06522700800008, -118.44651703699998)",CA,Accountable Care Models,1190,
Primary Care First Model Options,UCLA Health Plaza 1501 Primary Care,"1260 15th Street, Ste 1501 Santa Monica, CA (34.026502, -118.486733)",CA,Accountable Care Models,1191,
Primary Care First Model Options,UCLA Health Plaza 1502 Primary Care,"1260 15th Street, Ste 1502 Santa Monica, CA (34.026502, -118.486733)",CA,Accountable Care Models,1192,
Primary Care First Model Options,UCLA Health Manhattan Beach Primary Care,"2501 N Sepulveda Boulevard, Ste 100 Manhattan Beach, CA (33.895107, -118.396117)",CA,Accountable Care Models,1193,
Primary Care First Model Options,UCLA Health Santa Monica Parkside Primary Care,"2428 Santa Monica Boulevard, Ste 200 Santa Monica, CA (34.031788, -118.47623)",CA,Accountable Care Models,1194,
Primary Care First Model Options,UCLA Health Woodland Hills Primary Care,"6344 Topanga Canyon Boulevard, Ste 2040 Woodland Hills, CA (34.185637, -118.605827)",CA,Accountable Care Models,1195,
Primary Care First Model Options,UCLA Health Brentwood Primary Care,"11980 San Vicente Boulevard, Ste 102 Los Angeles, CA (34.052225, -118.472117)",CA,Accountable Care Models,1196,
Primary Care First Model Options,UCLA Health Santa Monica 15th St Primary Care,"1304 15th Street, Ste 400 Santa Monica, CA (34.026025, -118.48613)",CA,Accountable Care Models,1197,
Primary Care First Model Options,John Muir Physician Network,"1450 Treat Boulevard, Suite 250A Walnut Creek, CA (37.926496, -122.052706)",CA,Accountable Care Models,1198,
Primary Care First Model Options,John Muir Physician Network,"1450 Treat Boulevard, Suite 320 Walnut Creek, CA (37.926496, -122.052706)",CA,Accountable Care Models,1199,
Primary Care First Model Options,John Muir Physician Network,"1450 Treat Boulevard, Suite 102B Walnut Creek, CA (37.926496, -122.052706)",CA,Accountable Care Models,1200,
Primary Care First Model Options,John Muir Physician Network,"1450 Treat Boulevard, Suite 250B Walnut Creek, CA (37.926496, -122.052706)",CA,Accountable Care Models,1201,
Primary Care First Model Options,UCLA Health 12th Street Primary Care,"1131 Wilshire Boulevard, Ste 300 Santa Monica, CA (34.02503, -118.491018)",CA,Accountable Care Models,1202,
Primary Care First Model Options,UCLA Health Ocean Park Primary Care,"2701 Ocean Park Boulevard, Ste 130 Santa Monica, CA (34.018244, -118.456981)",CA,Accountable Care Models,1203,
Primary Care First Model Options,UCLA Health West Washington Primary Care,"11303 W Washington Boulevard, Ste 100 Los Angeles, CA (34.004121, -118.414651)",CA,Accountable Care Models,1204,
Primary Care First Model Options,UCLA Health Malibu Primary Care,"23815 Stuart Ranch Road, Ste 300 Malibu, CA (34.03982, -118.693187)",CA,Accountable Care Models,1205,
Primary Care First Model Options,Regents of the University of California,"4323 Riverside Drive Burbank, CA (34.152211, -118.347455)",CA,Accountable Care Models,1206,
Primary Care First Model Options,Regents of the University of California,"26585 W Agoura Road, Ste 330 Calabases, CA (34.142241, -118.702887)",CA,Accountable Care Models,1207,
Primary Care First Model Options,Regents of the University of California,"335 N La Brea Avenue Los Angeles, CA (34.077135, -118.344042)",CA,Accountable Care Models,1208,
Primary Care First Model Options,Regents of the University of California,"1950 Sawtelle Boulevard, Ste 130 Los Angeles, CA (34.041399, -118.444018)",CA,Accountable Care Models,1209,
Primary Care First Model Options,UCLA Health - Geriatrics,"200 Medical Plaza, Ste 365A Los Angeles, CA (34.064946, -118.445565)",CA,Accountable Care Models,1210,
Primary Care First Model Options,UCLA Health Primary Care - Encino,"15503 Ventura Boulevard, Ste 350 Encino, CA (34.154831, -118.472199)",CA,Accountable Care Models,1211,
Primary Care First Model Options,UCLA Family Health Center,"1920 Colorado Avenue Santa Monica, CA (34.025645, -118.477344)",CA,Accountable Care Models,1212,
Primary Care First Model Options,UCLA Primary & Specialty Care - Santa Clarita,"27235 Tourney Road, Ste 2500 Santa Clarita, CA (34.417832, -118.577487)",CA,Accountable Care Models,1213,
